EmployeeID,Age,Age Group:,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Band,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsAtCompany Band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
EMP1141,44,40+,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,High,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,10+,7,1,10
EMP1142,30,30-40,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,Low,5348,1,Y,No,12,3,2,80,1,6,3,2,6,5-10,4,1,1
EMP1143,45,40+,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,Medium,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,5-10,7,1,4
EMP1144,45,40+,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,Medium,24162,1,Y,No,15,3,1,80,1,10,2,3,10,5-10,7,4,5
EMP1145,31,30-40,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,Medium,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2-5,2,0,3
EMP1146,36,30-40,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,Medium,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2-5,2,1,1
EMP1147,34,30-40,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,Medium,17000,1,Y,No,13,3,1,80,1,9,3,3,9,5-10,7,7,2
EMP1148,49,40+,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,Medium,22102,1,Y,No,14,3,4,80,1,10,3,2,9,5-10,6,1,4
EMP1149,39,30-40,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,Medium,3835,2,Y,No,13,3,4,80,3,10,3,3,7,5-10,7,7,7
EMP1150,27,Under 30,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,Medium,16290,1,Y,No,11,3,1,80,2,7,3,3,7,5-10,7,0,7
EMP1151,35,30-40,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,Medium,26312,1,Y,No,11,3,4,80,0,16,2,3,16,10+,15,1,10
EMP1152,28,Under 30,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,Medium,20460,0,Y,No,21,4,2,80,1,6,5,2,5,2-5,3,0,0
EMP1153,21,Under 30,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,Medium,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2-5,2,2,2
EMP1154,18,Under 30,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,Low,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,<2,0,0,0
EMP1155,47,40+,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,19658,High,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2-5,2,1,0
EMP1156,39,30-40,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,Medium,10302,0,Y,No,15,3,4,80,1,11,3,3,10,5-10,8,0,7
EMP1157,40,30-40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,High,25800,1,Y,No,13,3,4,80,2,18,2,3,18,10+,15,14,12
EMP1158,35,30-40,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,Medium,12250,1,Y,No,12,3,4,80,1,15,5,3,14,10+,11,2,9
EMP1159,37,30-40,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,Medium,26493,3,Y,No,17,3,1,80,3,9,2,2,4,2-5,3,0,2
EMP1160,39,30-40,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,Medium,3140,0,Y,No,13,3,4,80,0,10,2,1,9,5-10,2,3,8
EMP1161,45,40+,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,Medium,5388,1,Y,No,19,3,1,80,2,10,3,3,10,5-10,7,3,9
EMP1162,38,30-40,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,High,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,2-5,4,0,2
EMP1163,35,30-40,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,High,21530,9,Y,No,17,3,3,80,0,15,3,3,13,10+,12,6,0
EMP1164,37,30-40,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,Medium,9953,1,Y,No,11,3,1,80,1,8,2,1,8,5-10,4,7,7
EMP1165,40,30-40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,High,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2-5,2,3,3
EMP1166,44,40+,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,Medium,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,5-10,7,0,2
EMP1167,48,40+,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202,High,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2-5,2,2,2
EMP1168,35,30-40,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,Medium,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2-5,2,2,2
EMP1169,24,Under 30,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,Medium,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,5-10,3,1,3
EMP1170,27,Under 30,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,Medium,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2-5,2,0,2
EMP1171,27,Under 30,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,Low,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2-5,2,1,2
EMP1172,40,30-40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,Low,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2-5,2,0,3
EMP1173,29,Under 30,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,Medium,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2-5,2,1,4
EMP1174,36,30-40,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,High,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2-5,2,0,2
EMP1175,25,Under 30,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,Medium,4973,1,Y,No,17,3,3,80,2,7,6,3,7,5-10,7,0,7
EMP1176,39,30-40,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,Medium,7693,4,Y,No,21,4,3,80,0,7,3,3,5,2-5,4,1,0
EMP1177,49,40+,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,High,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2-5,2,1,2
EMP1178,50,40+,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,High,21981,5,Y,No,15,3,3,80,3,19,3,3,14,10+,11,1,11
EMP1179,20,Under 30,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,Low,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2-5,2,2,2
EMP1180,34,30-40,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433,Medium,19332,1,Y,No,12,3,3,80,1,11,2,3,11,10+,8,7,9
EMP1181,36,30-40,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Low,10950,2,Y,No,11,3,3,80,0,15,4,3,4,2-5,3,1,3
EMP1182,49,40+,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,High,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,10+,11,2,12
EMP1183,36,30-40,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Medium,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2-5,2,1,2
EMP1184,36,30-40,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,Medium,26308,6,Y,No,20,4,1,80,1,13,3,3,5,2-5,4,0,4
EMP1185,54,40+,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,High,18685,3,Y,No,25,4,3,80,1,36,6,3,10,5-10,8,4,7
EMP1186,43,40+,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,High,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10+,10,6,11
EMP1187,35,30-40,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,Medium,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,10+,9,6,7
EMP1188,38,30-40,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,Medium,9867,7,Y,No,15,3,4,80,2,19,4,4,13,10+,11,2,9
EMP1189,29,Under 30,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Medium,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,5-10,0,0,9
EMP1190,33,30-40,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,Medium,3921,1,Y,No,14,3,3,80,2,6,5,3,6,5-10,2,0,4
EMP1191,32,30-40,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,Medium,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5-10,5,1,6
EMP1192,31,30-40,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,Medium,22589,1,Y,No,11,3,1,80,2,10,2,3,10,5-10,0,0,2
EMP1193,49,40+,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,Low,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2-5,2,2,2
EMP1194,38,30-40,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,Low,23826,1,Y,No,22,4,2,80,0,4,3,3,4,2-5,3,3,3
EMP1195,47,40+,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,High,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2-5,2,1,2
EMP1196,49,40+,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,High,22384,4,Y,No,14,3,1,80,0,23,2,3,8,5-10,7,0,0
EMP1197,41,40+,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,High,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,2-5,0,0,2
EMP1198,20,Under 30,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,Low,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2-5,2,0,2
EMP1199,33,30-40,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,Medium,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5-10,5,1,2
EMP1200,36,30-40,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,Medium,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2-5,2,0,2
EMP1201,44,40+,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,Medium,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2-5,2,2,2
EMP1202,23,Under 30,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,Medium,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,2-5,4,1,2
EMP1203,38,30-40,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,Medium,26176,7,Y,No,19,3,4,80,1,7,5,2,0,<2,0,0,0
EMP1204,53,40+,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,High,3458,3,Y,No,15,3,3,80,0,11,2,3,4,2-5,3,1,2
EMP1205,48,40+,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,Low,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,5-10,7,7,7
EMP1206,32,30-40,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,Low,24852,1,Y,No,12,3,1,80,0,1,2,3,1,<2,0,0,0
EMP1207,26,Under 30,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Low,11925,1,Y,No,20,4,3,80,0,7,5,3,7,5-10,7,5,7
EMP1208,55,40+,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,Medium,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2-5,2,1,2
EMP1209,34,30-40,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,Medium,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10+,10,4,13
EMP1210,60,40+,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,High,20467,3,Y,No,20,4,3,80,1,19,2,4,1,<2,0,0,0
EMP1211,33,30-40,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,Low,13637,1,Y,No,18,3,4,80,3,14,6,3,14,10+,11,2,13
EMP1212,37,30-40,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,High,7677,1,Y,No,14,3,3,80,2,6,2,2,6,5-10,3,1,3
EMP1213,34,30-40,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,Low,20338,1,Y,No,12,3,2,80,0,10,3,3,10,5-10,9,8,7
EMP1214,23,Under 30,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,Low,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2-5,2,0,2
EMP1215,44,40+,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,High,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,5-10,7,6,7
EMP1216,35,30-40,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,Medium,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,2-5,4,1,4
EMP1217,43,40+,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,High,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,5-10,9,8,8
EMP1218,24,Under 30,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,Medium,17616,1,Y,No,16,3,4,80,1,5,1,3,5,2-5,3,0,4
EMP1219,41,40+,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,High,15869,1,Y,No,12,3,2,80,0,10,3,3,10,5-10,8,8,7
EMP1220,29,Under 30,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Low,25412,9,Y,No,17,3,3,80,1,9,2,3,5,2-5,3,1,2
EMP1221,36,30-40,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Medium,7439,3,Y,No,15,3,3,80,0,17,2,2,13,10+,7,6,7
EMP1222,45,40+,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,High,3395,3,Y,No,23,4,4,80,1,25,3,2,23,10+,15,14,4
EMP1223,24,Under 30,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,Low,11585,1,Y,No,11,3,3,80,1,1,2,3,1,<2,0,0,0
EMP1224,47,40+,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,High,24164,7,Y,No,11,3,3,80,0,25,3,1,23,10+,5,14,10
EMP1225,26,Under 30,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Low,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2-5,2,0,2
EMP1226,45,40+,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,High,17119,1,Y,No,11,3,3,80,0,21,2,3,21,10+,6,8,6
EMP1227,32,30-40,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,Medium,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2-5,2,1,3
EMP1228,31,30-40,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,Medium,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2-5,2,0,3
EMP1229,41,40+,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,Medium,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2-5,2,1,2
EMP1230,40,30-40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,Medium,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,<2,0,0,0
EMP1231,24,Under 30,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,Medium,3622,1,Y,No,13,3,2,80,3,6,2,4,6,5-10,2,1,2
EMP1232,46,40+,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,Medium,9697,6,Y,No,14,3,4,80,0,19,3,3,10,5-10,7,0,9
EMP1233,35,30-40,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,Medium,5151,2,Y,No,16,3,2,80,1,17,3,3,7,5-10,7,0,7
EMP1234,30,30-40,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Low,3811,1,Y,No,12,3,2,80,1,10,2,2,10,5-10,0,0,8
EMP1235,47,40+,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,Medium,3536,7,Y,No,11,3,4,80,1,4,3,1,1,<2,0,0,0
EMP1236,46,40+,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,High,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,5-10,6,0,3
EMP1237,36,30-40,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,Medium,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2-5,2,2,2
EMP1238,32,30-40,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,Medium,12147,6,Y,No,15,3,2,80,0,10,2,3,0,<2,0,0,0
EMP1239,23,Under 30,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,Medium,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2-5,2,1,2
EMP1240,31,30-40,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,Medium,6670,2,Y,No,20,4,4,80,0,9,3,2,5,2-5,4,1,4
EMP1241,39,30-40,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,Medium,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,5-10,8,5,8
EMP1242,32,30-40,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,High,3840,3,Y,No,13,3,3,80,1,10,2,1,4,2-5,3,0,2
EMP1243,40,30-40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,High,4349,1,Y,No,14,3,2,80,0,21,3,2,21,10+,8,12,8
EMP1244,45,40+,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,High,6595,4,Y,No,21,4,3,80,2,9,2,4,5,2-5,0,0,3
EMP1245,30,30-40,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Medium,26427,0,Y,No,16,3,4,80,0,10,2,3,9,5-10,7,0,7
EMP1246,24,Under 30,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,Low,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2-5,2,2,1
EMP1247,30,30-40,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,Low,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2-5,2,1,2
EMP1248,31,30-40,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,High,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2-5,2,0,2
EMP1249,27,Under 30,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,Medium,6152,1,Y,No,11,3,3,80,0,6,5,2,6,5-10,2,1,4
EMP1250,29,Under 30,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Low,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2-5,2,2,2
EMP1251,29,Under 30,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,Medium,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2-5,2,0,2
EMP1252,30,30-40,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,High,3088,2,Y,No,11,3,1,80,1,12,2,3,7,5-10,7,1,7
EMP1253,34,30-40,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,Low,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,2-5,0,1,2
EMP1254,33,30-40,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,Medium,10697,8,Y,No,15,3,4,80,0,13,2,2,11,10+,7,1,7
EMP1255,49,40+,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,Medium,8191,3,Y,No,12,3,3,80,0,8,1,4,5,2-5,1,0,4
EMP1256,33,30-40,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,High,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,<2,0,0,0
EMP1257,38,30-40,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Low,15963,4,Y,No,14,3,2,80,1,9,4,2,6,5-10,1,0,5
EMP1258,31,30-40,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,High,19002,2,Y,No,13,3,1,80,3,10,2,3,1,<2,0,0,0
EMP1259,29,Under 30,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Low,10007,1,Y,No,13,3,3,80,1,1,2,3,1,<2,0,0,0
EMP1260,30,30-40,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,Medium,9128,3,Y,No,16,3,3,80,1,10,3,3,7,5-10,0,1,7
